,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
73,2019-08-09,16.70499676591111,-19.273231743671786,63.071601799461874,16.70499676591111,16.70499676591111,5.136857619979648,5.136857619979648,5.136857619979648,-0.7396400812796325,-0.7396400812796325,-0.7396400812796325,5.876497701259281,5.876497701259281,5.876497701259281,0.0,0.0,0.0,21.841854385890755
74,2019-08-12,16.70808298206917,-15.837530710653072,66.28696999612185,16.70808298206917,16.70808298206917,7.5246104324333976,7.5246104324333976,7.5246104324333976,1.1645793334507741,1.1645793334507741,1.1645793334507741,6.360031098982623,6.360031098982623,6.360031098982623,0.0,0.0,0.0,24.232693414502567
75,2019-08-13,16.70911172078852,-18.506524630455853,62.750770832747016,16.70911172078852,16.70911172078852,6.770792871790372,6.770792871790372,6.770792871790372,0.24732477213844117,0.24732477213844117,0.24732477213844117,6.523468099651931,6.523468099651931,6.523468099651931,0.0,0.0,0.0,23.47990459257889
76,2019-08-14,16.710140459507873,-15.482132485853043,65.19024280915009,16.710140459507873,16.710140459507873,7.293478086247524,7.293478086247524,7.293478086247524,0.6081325536289335,0.6081325536289335,0.6081325536289335,6.685345532618591,6.685345532618591,6.685345532618591,0.0,0.0,0.0,24.003618545755398
77,2019-08-15,16.71116919822723,-19.73121298010386,63.192411231743186,16.71116919822723,16.71116919822723,6.619420779588647,6.619420779588647,6.619420779588647,-0.22541790534783746,-0.22541790534783746,-0.22541790534783746,6.844838684936484,6.844838684936484,6.844838684936484,0.0,0.0,0.0,23.330589977815876
78,2019-08-16,16.71219793694658,-17.971958621221592,63.10934786787983,16.71219793694658,16.71219793694658,6.262147503948305,6.262147503948305,6.262147503948305,-0.7396400812773559,-0.7396400812773559,-0.7396400812773559,7.001787585225661,7.001787585225661,7.001787585225661,0.0,0.0,0.0,22.974345440894886
79,2019-08-19,16.715284153104637,-15.998805763291017,66.81987449217044,16.715284153104637,16.715284153104637,8.631336666078303,8.631336666078303,8.631336666078303,1.1645793334501449,1.1645793334501449,1.1645793334501449,7.466757332628159,7.466757332628159,7.466757332628159,0.0,0.0,0.0,25.346620819182938
80,2019-08-20,16.71631289182399,-16.227797362865427,64.73185019824736,16.71631289182399,16.71631289182399,7.873919242514759,7.873919242514759,7.873919242514759,0.24732477213775525,0.24732477213775525,0.24732477213775525,7.626594470377004,7.626594470377004,7.626594470377004,0.0,0.0,0.0,24.59023213433875
81,2019-08-21,16.71734163054334,-13.293863344108503,67.57460501906878,16.71734163054334,16.71734163054334,8.402068074425214,8.402068074425214,8.402068074425214,0.6081325536253754,0.6081325536253754,0.6081325536253754,7.793935520799839,7.793935520799839,7.793935520799839,0.0,0.0,0.0,25.119409704968554
82,2019-08-22,16.718371777138273,-14.299788287853465,68.54727895166702,16.718371777138273,16.718371777138273,7.747222133813366,7.747222133813366,7.747222133813366,-0.2254179053474165,-0.2254179053474165,-0.2254179053474165,7.972640039160782,7.972640039160782,7.972640039160782,0.0,0.0,0.0,24.46559391095164
83,2019-08-23,16.719401923733205,-17.145831634661956,64.28641029885469,16.719401923733205,16.719401923733205,7.427278623361504,7.427278623361504,7.427278623361504,-0.7396400812819437,-0.7396400812819437,-0.7396400812819437,8.166918704643448,8.166918704643448,8.166918704643448,0.0,0.0,0.0,24.14668054709471
84,2019-08-26,16.722492363518004,-13.965259192059664,67.07767690713439,16.722492363518004,16.722492363518004,10.05141423549206,10.05141423549206,10.05141423549206,1.1645793334504813,1.1645793334504813,1.1645793334504813,8.88683490204158,8.88683490204158,8.88683490204158,0.0,0.0,0.0,26.773906599010065
85,2019-08-27,16.723522510112936,-15.303846638967798,65.81020184058002,16.723522510112936,16.723522510112936,9.433480108824698,9.433480108824698,9.433480108824698,0.2473247721364208,0.2473247721364208,0.2473247721364208,9.186155336688277,9.186155336688277,9.186155336688277,0.0,0.0,0.0,26.157002618937632
86,2019-08-28,16.724552656707868,-10.953732582706165,70.63810483170327,16.724552656707868,16.724552656707868,10.128929795209304,10.128929795209304,10.128929795209304,0.6081325536279312,0.6081325536279312,0.6081325536279312,9.520797241581372,9.520797241581372,9.520797241581372,0.0,0.0,0.0,26.853482451917174
